2022-06-03 00:12:19,595 - classification_train - INFO - Program started
2022-06-03 00:12:21,351 - classification_train - INFO - args - Namespace(accumulation_steps=1, basenet='vgg', batch_size=64, cuda=True, dataset='pets', dataset_root='D:\\data\\pet', depth=16, epochs=50, image_size=64, log_folder='D:\\PycharmProject\\TransferLearning-Pytorch-master\\log', log_name='classification_train', lr=0.001, num_classes=2, num_workers=0, pretrained=True, resume=None, save_folder='D:\\PycharmProject\\TransferLearning-Pytorch-master\\checkpoints', tensorboard=False, tensorboard_log='D:\\PycharmProject\\TransferLearning-Pytorch-master\\tensorboard')
2022-06-03 00:12:24,182 - classification_train - INFO - - epoch: 0,  iteration: 1, lr:0.001, top1 acc: 50.00% , loss: 2.070, (losses.avg): 2.069684 
2022-06-03 00:12:25,624 - classification_train - INFO - - epoch: 0,  iteration: 2, lr:0.001, top1 acc: 51.56% , loss: 100.315, (losses.avg): 51.192355 
2022-06-03 00:12:26,499 - classification_train - INFO - - epoch: 0,  iteration: 3, lr:0.001, top1 acc: 48.44% , loss: 6.584, (losses.avg): 36.322950 
2022-06-03 00:12:28,198 - classification_train - INFO - - epoch: 0,  iteration: 4, lr:0.001, top1 acc: 53.12% , loss: 21.693, (losses.avg): 32.665441 
2022-06-03 00:12:29,273 - classification_train - INFO - - epoch: 0,  iteration: 5, lr:0.001, top1 acc: 50.00% , loss: 11.534, (losses.avg): 29.446730 
2022-06-03 00:12:31,471 - classification_train - INFO - - epoch: 1,  iteration: 6, lr:0.001, top1 acc: 46.88% , loss: 5.227, (losses.avg): 25.211613 
2022-06-03 00:12:33,271 - classification_train - INFO - - epoch: 1,  iteration: 7, lr:0.001, top1 acc: 53.12% , loss: 4.217, (losses.avg): 22.086875 
2022-06-03 00:12:34,317 - classification_train - INFO - - epoch: 1,  iteration: 8, lr:0.001, top1 acc: 56.25% , loss: 1.595, (losses.avg): 19.432121 
2022-06-03 00:12:35,334 - classification_train - INFO - - epoch: 1,  iteration: 9, lr:0.001, top1 acc: 56.25% , loss: 0.723, (losses.avg): 17.286285 
2022-06-03 00:12:36,257 - classification_train - INFO - - epoch: 1,  iteration: 10, lr:0.001, top1 acc: 50.00% , loss: 1.823, (losses.avg): 16.108644 
2022-06-03 00:12:38,291 - classification_train - INFO - - epoch: 2,  iteration: 11, lr:0.001, top1 acc: 51.56% , loss: 1.474, (losses.avg): 14.706561 
2022-06-03 00:12:39,457 - classification_train - INFO - - epoch: 2,  iteration: 12, lr:0.001, top1 acc: 46.88% , loss: 1.012, (losses.avg): 13.509222 
2022-06-03 00:12:41,027 - classification_train - INFO - - epoch: 2,  iteration: 13, lr:0.001, top1 acc: 48.44% , loss: 0.776, (losses.avg): 12.485460 
2022-06-03 00:12:42,509 - classification_train - INFO - - epoch: 2,  iteration: 14, lr:0.001, top1 acc: 59.38% , loss: 0.961, (losses.avg): 11.627811 
2022-06-03 00:12:43,360 - classification_train - INFO - - epoch: 2,  iteration: 15, lr:0.001, top1 acc: 54.35% , loss: 0.686, (losses.avg): 11.072289 
2022-06-03 00:12:45,631 - classification_train - INFO - - epoch: 3,  iteration: 16, lr:0.001, top1 acc: 46.88% , loss: 1.155, (losses.avg): 10.417922 
2022-06-03 00:12:47,146 - classification_train - INFO - - epoch: 3,  iteration: 17, lr:0.001, top1 acc: 53.12% , loss: 1.133, (losses.avg): 9.843242 
2022-06-03 00:12:48,448 - classification_train - INFO - - epoch: 3,  iteration: 18, lr:0.001, top1 acc: 45.31% , loss: 1.239, (losses.avg): 9.341735 
2022-06-03 00:12:49,923 - classification_train - INFO - - epoch: 3,  iteration: 19, lr:0.001, top1 acc: 46.88% , loss: 1.040, (losses.avg): 8.884483 
2022-06-03 00:12:50,575 - classification_train - INFO - - epoch: 3,  iteration: 20, lr:0.001, top1 acc: 63.04% , loss: 0.923, (losses.avg): 8.581313 
2022-06-03 00:12:52,917 - classification_train - INFO - - epoch: 4,  iteration: 21, lr:0.001, top1 acc: 59.38% , loss: 0.640, (losses.avg): 8.181774 
2022-06-03 00:12:54,183 - classification_train - INFO - - epoch: 4,  iteration: 22, lr:0.001, top1 acc: 54.69% , loss: 0.775, (losses.avg): 7.826972 
2022-06-03 00:12:55,922 - classification_train - INFO - - epoch: 4,  iteration: 23, lr:0.001, top1 acc: 60.94% , loss: 0.719, (losses.avg): 7.502035 
2022-06-03 00:12:57,317 - classification_train - INFO - - epoch: 4,  iteration: 24, lr:0.001, top1 acc: 40.62% , loss: 0.913, (losses.avg): 7.214008 
2022-06-03 00:12:58,220 - classification_train - INFO - - epoch: 4,  iteration: 25, lr:0.001, top1 acc: 54.35% , loss: 0.678, (losses.avg): 7.014892 
2022-06-03 00:13:01,059 - classification_train - INFO - - epoch: 5,  iteration: 26, lr:0.001, top1 acc: 53.12% , loss: 1.061, (losses.avg): 6.772793 
2022-06-03 00:13:02,641 - classification_train - INFO - - epoch: 5,  iteration: 27, lr:0.001, top1 acc: 48.44% , loss: 1.172, (losses.avg): 6.553947 
2022-06-03 00:13:03,915 - classification_train - INFO - - epoch: 5,  iteration: 28, lr:0.001, top1 acc: 45.31% , loss: 0.684, (losses.avg): 6.333215 
2022-06-03 00:13:04,963 - classification_train - INFO - - epoch: 5,  iteration: 29, lr:0.001, top1 acc: 43.75% , loss: 0.999, (losses.avg): 6.139890 
2022-06-03 00:13:05,742 - classification_train - INFO - - epoch: 5,  iteration: 30, lr:0.001, top1 acc: 41.30% , loss: 1.094, (losses.avg): 6.011794 
2022-06-03 00:13:08,766 - classification_train - INFO - - epoch: 6,  iteration: 31, lr:0.001, top1 acc: 56.25% , loss: 0.845, (losses.avg): 5.835526 
2022-06-03 00:13:10,408 - classification_train - INFO - - epoch: 6,  iteration: 32, lr:0.001, top1 acc: 50.00% , loss: 0.698, (losses.avg): 5.666054 
2022-06-03 00:13:11,755 - classification_train - INFO - - epoch: 6,  iteration: 33, lr:0.001, top1 acc: 45.31% , loss: 0.684, (losses.avg): 5.506955 
2022-06-03 00:13:12,908 - classification_train - INFO - - epoch: 6,  iteration: 34, lr:0.001, top1 acc: 54.69% , loss: 0.927, (losses.avg): 5.365201 
2022-06-03 00:13:13,933 - classification_train - INFO - - epoch: 6,  iteration: 35, lr:0.001, top1 acc: 52.17% , loss: 0.670, (losses.avg): 5.263029 
2022-06-03 00:13:16,049 - classification_train - INFO - - epoch: 7,  iteration: 36, lr:0.001, top1 acc: 40.62% , loss: 0.671, (losses.avg): 5.128096 
2022-06-03 00:13:17,487 - classification_train - INFO - - epoch: 7,  iteration: 37, lr:0.001, top1 acc: 46.88% , loss: 0.825, (losses.avg): 5.005268 
2022-06-03 00:13:18,640 - classification_train - INFO - - epoch: 7,  iteration: 38, lr:0.001, top1 acc: 56.25% , loss: 1.320, (losses.avg): 4.902996 
2022-06-03 00:13:20,114 - classification_train - INFO - - epoch: 7,  iteration: 39, lr:0.001, top1 acc: 46.88% , loss: 0.799, (losses.avg): 4.792179 
2022-06-03 00:13:21,240 - classification_train - INFO - - epoch: 7,  iteration: 40, lr:0.001, top1 acc: 58.70% , loss: 0.663, (losses.avg): 4.713560 
2022-06-03 00:13:23,534 - classification_train - INFO - - epoch: 8,  iteration: 41, lr:0.001, top1 acc: 46.88% , loss: 0.674, (losses.avg): 4.609308 
2022-06-03 00:13:24,608 - classification_train - INFO - - epoch: 8,  iteration: 42, lr:0.001, top1 acc: 53.12% , loss: 0.672, (losses.avg): 4.510261 
2022-06-03 00:13:25,980 - classification_train - INFO - - epoch: 8,  iteration: 43, lr:0.001, top1 acc: 51.56% , loss: 0.964, (losses.avg): 4.423237 
2022-06-03 00:13:27,317 - classification_train - INFO - - epoch: 8,  iteration: 44, lr:0.001, top1 acc: 57.81% , loss: 0.677, (losses.avg): 4.333499 
2022-06-03 00:13:28,314 - classification_train - INFO - - epoch: 8,  iteration: 45, lr:0.001, top1 acc: 47.83% , loss: 0.875, (losses.avg): 4.274963 
2022-06-03 00:13:30,617 - classification_train - INFO - - epoch: 9,  iteration: 46, lr:0.001, top1 acc: 53.12% , loss: 0.816, (losses.avg): 4.195385 
2022-06-03 00:13:31,920 - classification_train - INFO - - epoch: 9,  iteration: 47, lr:0.001, top1 acc: 51.56% , loss: 0.832, (losses.avg): 4.119753 
2022-06-03 00:13:33,486 - classification_train - INFO - - epoch: 9,  iteration: 48, lr:0.001, top1 acc: 54.69% , loss: 0.728, (losses.avg): 4.045156 
2022-06-03 00:13:34,760 - classification_train - INFO - - epoch: 9,  iteration: 49, lr:0.001, top1 acc: 45.31% , loss: 0.998, (losses.avg): 3.979576 
2022-06-03 00:13:35,505 - classification_train - INFO - - epoch: 9,  iteration: 50, lr:0.001, top1 acc: 47.83% , loss: 0.696, (losses.avg): 3.929564 
2022-06-03 00:13:37,882 - classification_train - INFO - - epoch: 10,  iteration: 51, lr:0.001, top1 acc: 51.56% , loss: 0.703, (losses.avg): 3.862615 
2022-06-03 00:13:39,210 - classification_train - INFO - - epoch: 10,  iteration: 52, lr:0.001, top1 acc: 54.69% , loss: 0.836, (losses.avg): 3.801075 
2022-06-03 00:13:40,716 - classification_train - INFO - - epoch: 10,  iteration: 53, lr:0.001, top1 acc: 35.94% , loss: 0.719, (losses.avg): 3.739654 
2022-06-03 00:13:41,806 - classification_train - INFO - - epoch: 10,  iteration: 54, lr:0.001, top1 acc: 59.38% , loss: 0.738, (losses.avg): 3.681017 
2022-06-03 00:13:42,620 - classification_train - INFO - - epoch: 10,  iteration: 55, lr:0.001, top1 acc: 45.65% , loss: 0.686, (losses.avg): 3.639545 
2022-06-03 00:13:45,453 - classification_train - INFO - - epoch: 11,  iteration: 56, lr:0.001, top1 acc: 50.00% , loss: 0.876, (losses.avg): 3.587315 
2022-06-03 00:13:46,831 - classification_train - INFO - - epoch: 11,  iteration: 57, lr:0.001, top1 acc: 57.81% , loss: 0.788, (losses.avg): 3.535382 
2022-06-03 00:13:47,929 - classification_train - INFO - - epoch: 11,  iteration: 58, lr:0.001, top1 acc: 45.31% , loss: 0.746, (losses.avg): 3.484574 
2022-06-03 00:13:49,410 - classification_train - INFO - - epoch: 11,  iteration: 59, lr:0.001, top1 acc: 59.38% , loss: 0.767, (losses.avg): 3.435961 
2022-06-03 00:13:50,854 - classification_train - INFO - - epoch: 11,  iteration: 60, lr:0.001, top1 acc: 45.65% , loss: 0.780, (losses.avg): 3.402248 
2022-06-03 00:13:54,021 - classification_train - INFO - - epoch: 12,  iteration: 61, lr:0.001, top1 acc: 45.31% , loss: 0.869, (losses.avg): 3.358284 
2022-06-03 00:13:55,285 - classification_train - INFO - - epoch: 12,  iteration: 62, lr:0.001, top1 acc: 43.75% , loss: 0.772, (losses.avg): 3.314173 
2022-06-03 00:13:56,454 - classification_train - INFO - - epoch: 12,  iteration: 63, lr:0.001, top1 acc: 46.88% , loss: 0.697, (losses.avg): 3.270272 
2022-06-03 00:13:57,363 - classification_train - INFO - - epoch: 12,  iteration: 64, lr:0.001, top1 acc: 59.38% , loss: 0.672, (losses.avg): 3.227414 
2022-06-03 00:13:58,204 - classification_train - INFO - - epoch: 12,  iteration: 65, lr:0.001, top1 acc: 50.00% , loss: 0.672, (losses.avg): 3.197477 
2022-06-03 00:14:00,690 - classification_train - INFO - - epoch: 13,  iteration: 66, lr:0.001, top1 acc: 57.81% , loss: 0.676, (losses.avg): 3.157032 
2022-06-03 00:14:02,507 - classification_train - INFO - - epoch: 13,  iteration: 67, lr:0.001, top1 acc: 51.56% , loss: 0.702, (losses.avg): 3.118271 
2022-06-03 00:14:03,355 - classification_train - INFO - - epoch: 13,  iteration: 68, lr:0.001, top1 acc: 45.31% , loss: 0.821, (losses.avg): 3.082571 
2022-06-03 00:14:04,372 - classification_train - INFO - - epoch: 13,  iteration: 69, lr:0.001, top1 acc: 48.44% , loss: 0.663, (losses.avg): 3.045544 
2022-06-03 00:14:05,480 - classification_train - INFO - - epoch: 13,  iteration: 70, lr:0.001, top1 acc: 50.00% , loss: 0.959, (losses.avg): 3.022838 
2022-06-03 00:14:07,731 - classification_train - INFO - - epoch: 14,  iteration: 71, lr:0.001, top1 acc: 51.56% , loss: 0.693, (losses.avg): 2.988095 
2022-06-03 00:14:09,169 - classification_train - INFO - - epoch: 14,  iteration: 72, lr:0.001, top1 acc: 50.00% , loss: 0.789, (losses.avg): 2.955780 
2022-06-03 00:14:10,687 - classification_train - INFO - - epoch: 14,  iteration: 73, lr:0.001, top1 acc: 48.44% , loss: 0.750, (losses.avg): 2.923847 
2022-06-03 00:14:11,807 - classification_train - INFO - - epoch: 14,  iteration: 74, lr:0.001, top1 acc: 37.50% , loss: 0.797, (losses.avg): 2.893484 
2022-06-03 00:14:12,825 - classification_train - INFO - - epoch: 14,  iteration: 75, lr:0.001, top1 acc: 56.52% , loss: 0.720, (losses.avg): 2.871416 
2022-06-03 00:14:14,771 - classification_train - INFO - - epoch: 15,  iteration: 76, lr:0.001, top1 acc: 54.69% , loss: 0.866, (losses.avg): 2.843482 
